id,网点代码,代码,件量,start,end
1,571QA,FC5713911,8,0,150
1,571QA,FC5713910,7,0,150
1,571QA,FC5713907,6,0,150
1,571HN,FC5713897,7,0,150
1,571CK,FC5713896,12,0,150
1,571FH,FC5713895,3,0,150
1,571FT,FC5713893,13,0,150
1,571CL,FC5713891,4,0,150
1,571CL,FC5713890,5,0,150
1,571KF,FC5713889,6,0,150
1,571KF,FC5713888,8,0,150
1,571PG,FC5713885,13,0,150
1,571PG,FC5713883,13,0,150
1,571PG,FC5713882,13,0,150
1,571HN,FC5713880,12,0,150
1,571LB,FC5713875,11,0,150
1,571CL,FC5713874,3,0,150
1,571CL,FC5713873,3,0,150
1,571CL,FC5713872,2,0,150
1,571CL,FC5713871,3,0,150
1,571CL,FC5713870,3,0,150
1,571CL,FC5713869,2,0,150
1,571QE,FC5713868,8,0,150
1,571HJ,FC5713865,4,0,150
1,571FH,FC5713864,5,0,150
1,571FB,FC5713863,10,0,150
1,571AG,FC5713862,5,0,150
1,571AG,FC5713861,5,0,150
1,571HJ,FC5713858,2,0,150
1,571CC,FC5713856,4,0,150
1,571DB,FC5713854,13,0,150
1,571NF,FC5713853,9,0,150
1,571QA,FC5713852,6,0,150
1,571B,FC5713851,20,0,150
1,571HB,FC5713845,17,0,150
1,571NF,FC5713844,9,0,150
1,571NF,FC5713843,9,0,150
1,571NF,FC5713842,14,0,150
1,571AE,FC5713841,6,0,150
1,571AE,FC5713840,6,0,150
1,571DJ,FC5713836,8,0,150
1,571EA,FC5713835,18,0,150
1,571DJ,FC5713832,10,0,150
1,571AE,FC5713831,9,0,150
1,571CK,FC5713830,12,0,150
1,571HC,FC5713829,8,0,150
1,571HC,FC5713828,7,0,150
1,571HC,FC5713827,7,0,150
1,571HJ,FC5713825,2,0,150
1,571HJ,FC5713824,3,0,150
1,571FA,FC5713823,3,0,150
1,571FA,FC5713822,4,0,150
1,571CC,FC5713821,3,0,150
1,571K,FC5713820,8,0,150
1,571PB,FC5713819,45,0,150
1,571PB,FC5713818,34,0,150
1,571PB,FC5713817,40,0,150
1,571PB,FC5713815,45,0,150
1,571PB,FC5713814,45,0,150
1,571BM,FC5713813,38,0,150
1,571LD,FC5713812,5,0,150
1,571LD,FC5713811,4,0,150
1,571LD,FC5713805,4,0,150
1,571LD,FC5713804,4,0,150
1,571LD,FC5713803,6,0,150
1,571LD,FC5713802,6,0,150
1,571LD,FC5713801,6,0,150
1,571AC,FC5713800,8,0,150
1,571AC,FC5713799,7,0,150
1,571FC,FC5713798,4,0,150
1,571DJ,FC5713795,9,0,150
1,571DJ,FC5713794,9,0,150
1,571DJ,FC5713793,10,0,150
1,571DJ,FC5713792,10,0,150
1,571AC,FC5713791,8,0,150
1,571QD,FC5713789,8,0,150
1,571CK,FC5713788,12,0,150
1,571CL,FC5713787,5,0,150
1,571CL,FC5713786,5,0,150
1,571FN,FC5713785,15,0,150
1,571DA,FC5713784,5,0,150
1,571DA,FC5713783,5,0,150
1,571DA,FC5713782,5,0,150
1,571QD,FC5713781,8,0,150
1,571CK,FC5713780,6,0,150
1,571CK,FC5713779,9,0,150
1,571AE,FC5713778,9,0,150
1,571HN,FC5713777,9,0,150
1,571AE,FC5713776,7,0,150
1,571AE,FC5713775,7,0,150
1,571NF,FC5713770,13,0,150
1,571NF,FC5713769,13,0,150
1,571CL,FC5713767,3,0,150
1,571HJ,FC5713766,3,0,150
1,571HJ,FC5713765,3,0,150
1,571FC,FC5713764,3,0,150
1,571DA,FC5713761,3,0,150
1,571DA,FC5713760,2,0,150
1,571DA,FC5713759,3,0,150
1,571DA,FC5713758,2,0,150
1,571DA,FC5713757,2,0,150
1,571DA,FC5713755,3,0,150
1,571KF,FC5713753,8,0,150
1,571KF,FC5713752,5,0,150
1,571QE,FC5713751,8,0,150
1,571QE,FC5713750,8,0,150
1,571DB,FC5713749,15,0,150
1,571JB,FC5713747,22,0,150
1,571PB,FC5713745,27,0,150
1,571LH,FC5713743,23,0,150
1,571FC,FC5713741,5,0,150
1,571FT,FC5713740,9,0,150
1,571TM,FC5713739,6,0,150
1,571CL,FC5713738,3,0,150
1,571CL,FC5713737,4,0,150
1,571CL,FC5713736,5,0,150
1,571CL,FC5713735,3,0,150
1,571CL,FC5713734,5,0,150
1,571CL,FC5713733,2,0,150
1,571PG,FC5713730,9,0,150
1,571PG,FC5713729,9,0,150
1,571CK,FC5713727,11,0,150
1,571QE,FC5713726,8,0,150
1,571LD,FC5713725,4,0,150
1,571CK,FC5713724,11,0,150
1,571PG,FC5713722,8,0,150
1,571D,FC5713721,9,0,150
1,571AC,FC5713720,7,0,150
1,571CK,FC5713719,7,0,150
1,571HB,FC5713718,17,0,150
1,571AG,FC5713716,7,0,150
1,571AG,FC5713715,7,0,150
1,571QE,FC5713710,6,0,150
1,571QD,FC5713709,9,0,150
1,571QD,FC5713708,11,0,150
1,571QD,FC5713707,9,0,150
1,571QD,FC5713706,9,0,150
1,571QE,FC5713704,7,0,150
1,571QE,FC5713703,7,0,150
1,571QE,FC5713702,8,0,150
1,571QE,FC5713701,4,0,150
1,571QE,FC5713700,7,0,150
1,571QE,FC5713699,4,0,150
1,571QE,FC5713698,7,0,150
1,571QE,FC5713697,7,0,150
1,571QE,FC5713696,7,0,150
1,571QE,FC5713695,6,0,150
1,571QE,FC5713694,4,0,150
1,571QE,FC5713693,5,0,150
1,571QE,FC5713692,7,0,150
1,571TD,FC5713687,25,0,150
1,571TD,FC5713686,25,0,150
1,571HN,FC5713685,12,0,150
1,571QF,FC5713684,13,0,150
1,571B,FC5713683,24,0,150
1,571HJ,FC5713682,3,0,150
1,571FC,FC5713681,3,0,150
1,571PD,FC5713680,11,0,150
1,571PD,FC5713679,7,0,150
1,571PD,FC5713677,7,0,150
1,571FA,FC5713676,4,0,150
1,571FA,FC5713675,4,0,150
1,571CK,FC5713674,11,0,150
1,571AJ,FC5713673,14,0,150
1,571AJ,FC5713672,18,0,150
1,571DC,FC5713671,14,0,150
1,571CS,FC5713670,21,0,150
1,571FC,FC5713669,3,0,150
1,571CK,FC5713668,6,0,150
1,571PD,FC5713667,7,0,150
1,571KB,FC5713666,23,0,150
1,571CL,FC5713665,5,0,150
1,571FL,FC5713664,17,0,150
1,571HK,FC5713663,11,0,150
1,571KF,FC5713662,4,0,150
1,571DJ,FC5713661,7,0,150
1,571K,FC5713660,6,0,150
1,571CS,FC5713659,21,0,150
1,571QD,FC5713658,7,0,150
1,571QD,FC5713657,7,0,150
1,571QC,FC5713656,5,0,150
1,571CK,FC5713655,10,0,150
1,571EA,FC5713646,20,0,150
1,571DJ,FC5713644,8,0,150
1,571FL,FC5713643,10,0,150
1,571KM,FC5713640,28,0,150
1,571HC,FC5713639,8,0,150
1,571PH,FC5713633,31,0,150
1,571PG,FC5713629,11,0,150
1,571CL,FC5713628,5,0,150
1,571AC,FC5713627,5,0,150
1,571K,FC5713626,12,0,150
1,571FA,FC5713625,4,0,150
1,571HJ,FC5713623,3,0,150
1,571K,FC5713622,6,0,150
1,571PG,FC5713611,9,0,150
1,571QF,FC5713608,13,0,150
1,571DC,FC5713606,18,0,150
1,571HN,FC5713605,9,0,150
1,571DC,FC5713604,18,0,150
1,571HN,FC5713603,9,0,150
1,571AE,FC5713602,6,0,150
1,571AE,FC5713601,9,0,150
1,571DB,FC5713600,20,0,150
1,571DB,FC5713599,20,0,150
1,571HN,FC5713598,14,0,150
1,571QF,FC5713597,25,0,150
1,571QA,FC5713594,6,0,150
1,571HB,FC5713593,20,0,150
1,571QE,FC5713591,5,0,150
1,571PD,FC5713590,11,0,150
1,571PC,FC5713589,18,0,150
1,571HC,FC5713588,6,0,150
1,571AC,FC5713587,8,0,150
1,571AC,FC5713586,8,0,150
1,571PB,FC5713585,45,0,150
1,571PB,FC5713584,45,0,150
1,571PB,FC5713583,45,0,150
1,571PB,FC5713582,45,0,150
1,571P,FC5713581,10,0,150
1,571CD,FC5713580,6,0,150
1,571CK,FC5713579,11,0,150
1,571NC,FC5713578,11,0,150
1,571FC,FC5713577,4,0,150
1,571FA,FC5713576,6,0,150
1,571FT,FC5713575,15,0,150
1,571AM,FC5713574,11,0,150
1,571CK,FC5713572,6,0,150
1,571CK,FC5713571,6,0,150
1,571AC,FC5713569,10,0,150
1,571HC,FC5713568,8,0,150
1,571FL,FC5713567,13,0,150
1,571FB,FC5713566,7,0,150
1,571KA,FC5713565,9,0,150
1,571D,FC5713564,14,0,150
1,571D,FC5713563,19,0,150
1,571KF,FC5713562,4,0,150
1,571QD,FC5713561,7,0,150
1,571NF,FC5713560,9,0,150
1,571DA,FC5713559,3,0,150
1,571DA,FC5713558,3,0,150
1,571DA,FC5713557,3,0,150
1,571DA,FC5713556,3,0,150
1,571DA,FC5713555,4,0,150
1,571DA,FC5713552,3,0,150
1,571DA,FC5713550,5,0,150
1,571DA,FC5713549,5,0,150
1,571AQ,FC5713544,3,0,150
1,571PG,FC5713543,9,0,150
1,571FF,FC5713542,4,0,150
1,571FF,FC5713541,5,0,150
1,571FF,FC5713540,5,0,150
1,571FF,FC5713539,5,0,150
1,571FF,FC5713538,5,0,150
1,571NC,FC5713537,11,0,150
1,571K,FC5713535,12,0,150
1,571AJ,FC5713534,12,0,150
1,571AG,FC5713533,5,0,150
1,571AG,FC5713532,5,0,150
1,571AG,FC5713531,5,0,150
1,571HN,FC5713526,14,0,150
1,571AG,FC5713525,7,0,150
1,571PG,FC5713523,7,0,150
1,571PG,FC5713522,11,0,150
1,571PG,FC5713521,9,0,150
1,571PG,FC5713520,11,0,150
1,571PG,FC5713519,11,0,150
1,571PG,FC5713518,17,0,150
1,571CS,FC5713517,26,0,150
1,571D,FC5713516,22,0,150
1,571D,FC5713515,16,0,150
1,571AD,FC5713514,11,0,150
1,571K,FC5713513,10,0,150
1,571K,FC5713512,6,0,150
1,571CC,FC5713511,4,0,150
1,571CC,FC5713510,4,0,150
1,571FF,FC5713509,4,0,150
1,571FF,FC5713508,6,0,150
1,571FF,FC5713507,4,0,150
1,571FF,FC5713506,4,0,150
1,571FC,FC5713503,3,0,150
1,571HJ,FC5713501,3,0,150
1,571FH,FC5713500,3,0,150
1,571FH,FC5713499,3,0,150
1,571FH,FC5713498,3,0,150
1,571CK,FC5713495,5,0,150
1,571AC,FC5713493,8,0,150
1,571AC,FC5713492,7,0,150
1,571CD,FC5713491,9,0,150
1,571FC,FC5713490,3,0,150
1,571KF,FC5713489,6,0,150
1,571DJ,FC5713488,7,0,150
1,571E,FC5713486,31,0,150
1,571CK,FC5713485,9,0,150
1,571CD,FC5713484,9,0,150
1,571CD,FC5713483,9,0,150
1,571CD,FC5713482,9,0,150
1,571CD,FC5713481,9,0,150
1,571CD,FC5713480,9,0,150
1,571CD,FC5713479,9,0,150
1,571AC,FC5713478,7,0,150
1,571AQ,FC5713477,3,0,150
1,571AQ,FC5713476,4,0,150
1,571AQ,FC5713475,3,0,150
1,571FC,FC5713474,3,0,150
1,571FF,FC5713473,4,0,150
1,571AG,FC5713472,10,0,150
1,571FH,FC5713471,3,0,150
1,571NC,FC5713470,11,0,150
1,571AQ,FC5713469,4,0,150
1,571DA,FC5713468,3,0,150
1,571DA,FC5713467,2,0,150
1,571HJ,FC5713466,3,0,150
1,571FF,FC5713464,4,0,150
1,571FF,FC5713463,6,0,150
1,571FF,FC5713462,5,0,150
1,571FH,FC5713461,5,0,150
1,571FH,FC5713460,5,0,150
1,571FC,FC5713459,3,0,150
1,571FN,FC5713458,30,0,150
1,571KF,FC5713457,4,0,150
1,571HJ,FC5713455,4,0,150
1,571PD,FC5713454,9,0,150
1,571PD,FC5713453,14,0,150
1,571AD,FC5713452,9,0,150
1,571AD,FC5713451,7,0,150
1,571AD,FC5713450,7,0,150
1,571AD,FC5713449,7,0,150
1,571AD,FC5713448,7,0,150
1,571AD,FC5713447,7,0,150
1,571AD,FC5713446,7,0,150
1,571QE,FC5713445,3,0,150
1,571QE,FC5713444,3,0,150
1,571QC,FC5713443,5,0,150
1,571KL,FC5713442,16,0,150
1,571QA,FC5713441,6,0,150
1,571FF,FC5713440,7,0,150
1,571FT,FC5713439,13,0,150
1,571CL,FC5713438,3,0,150
1,571CK,FC5713437,7,0,150
1,571CK,FC5713436,7,0,150
1,571QE,FC5713435,5,0,150
1,571QE,FC5713434,6,0,150
1,571QE,FC5713433,3,0,150
1,571QE,FC5713432,4,0,150
1,571QA,FC5713431,6,0,150
1,571AE,FC5713430,6,0,150
1,571AE,FC5713429,8,0,150
1,571FC,FC5713428,3,0,150
1,571LD,FC5713427,3,0,150
1,571AQ,FC5713423,5,0,150
1,571QE,FC5713422,5,0,150
1,571AJ,FC5713419,9,0,150
1,571FF,FC5713418,4,0,150
1,571FF,FC5713417,5,0,150
1,571FF,FC5713416,5,0,150
1,571PD,FC5713415,9,0,150
1,571PF,FC5713414,4,0,150
1,571PF,FC5713413,6,0,150
1,571AG,FC5713410,5,0,150
1,571NC,FC5713409,11,0,150
1,571NC,FC5713408,11,0,150
1,571AQ,FC5713407,3,0,150
1,571CS,FC5713406,26,0,150
1,571AC,FC5713405,5,0,150
1,571PC,FC5713404,30,0,150
1,571FC,FC5713403,3,0,150
1,571FC,FC5713402,5,0,150
1,571HJ,FC5713401,2,0,150
1,571BM,FC5713400,26,0,150
1,571EA,FC5713399,14,0,150
1,571DC,FC5713398,18,0,150
1,571KA,FC5713393,9,0,150
1,571TM,FC5713392,6,0,150
1,571KL,FC5713390,16,0,150
1,571D,FC5713389,16,0,150
1,571D,FC5713388,14,0,150
1,571AE,FC5713387,7,0,150
1,571BM,FC5713386,38,0,150
1,571HJ,FC5713385,3,0,150
1,571HJ,FC5713384,3,0,150
1,571FA,FC5713383,4,0,150
1,571FM,FC5713382,15,0,150
1,571FH,FC5713381,5,0,150
1,571FL,FC5713380,20,0,150
1,571FC,FC5713379,3,0,150
1,571AF,FC5713378,16,0,150
1,571CL,FC5713377,3,0,150
1,571CD,FC5713376,11,0,150
1,571AG,FC5713374,5,0,150
1,571HC,FC5713373,8,0,150
1,571AQ,FC5713372,5,0,150
1,571TM,FC5713371,6,0,150
1,571TM,FC5713370,6,0,150
1,571K,FC5713369,9,0,150
1,571K,FC5713368,8,0,150
1,571CC,FC5713367,3,0,150
1,571CC,FC5713366,3,0,150
1,571LD,FC5713365,6,0,150
1,571HJ,FC5713364,3,0,150
1,571CK,FC5713363,6,0,150
1,571FF,FC5713362,8,0,150
1,571CK,FC5713361,6,0,150
1,571CK,FC5713360,9,0,150
1,571TM,FC5713358,6,0,150
1,571PB,FC5713355,45,0,150
1,571HB,FC5713353,22,0,150
1,571HK,FC5713352,7,0,150
1,571HC,FC5713351,10,0,150
1,571HC,FC5713350,10,0,150
1,571PD,FC5713349,11,0,150
1,571PD,FC5713348,14,0,150
1,571FF,FC5713347,3,0,150
1,571CL,FC5713345,4,0,150
1,571CK,FC5713342,6,0,150
1,571FF,FC5713341,3,0,150
1,571LB,FC5713340,15,0,150
1,571HK,FC5713338,12,0,150
1,571FH,FC5713337,5,0,150
1,571KA,FC5713336,12,0,150
1,571CS,FC5713334,31,0,150
1,571CD,FC5713333,11,0,150
1,571AG,FC5713331,7,0,150
1,571AG,FC5713330,7,0,150
1,571HJ,FC5713327,3,0,150
1,571FA,FC5713326,3,0,150
1,571CS,FC5713325,21,0,150
1,571PC,FC5713324,30,0,150
1,571KF,FC5713323,7,0,150
1,571JB,FC5713320,34,0,150
1,571AG,FC5713319,5,0,150
1,571AG,FC5713318,5,0,150
1,571QD,FC5713316,7,0,150
1,571FH,FC5713311,3,0,150
1,571FA,FC5713310,4,0,150
1,571FC,FC5713309,5,0,150
1,571FF,FC5713308,8,0,150
1,571E,FC5713307,31,0,150
1,571FP,FC5713306,13,0,150
1,571AC,FC5713305,8,0,150
1,571HN,FC5713303,14,0,150
1,571FF,FC5713302,4,0,150
1,571FF,FC5713301,6,0,150
1,571QE,FC5713300,4,0,150
1,571QE,FC5713299,4,0,150
1,571PB,FC5713298,29,0,150
1,571PB,FC5713297,45,0,150
1,571KA,FC5713293,11,0,150
1,571DA,FC5713291,3,0,150
1,571FH,FC5713290,4,0,150
1,571CL,FC5713289,3,0,150
1,571FC,FC5713288,3,0,150
1,571AE,FC5713286,8,0,150
1,571DA,FC5713285,3,0,150
1,571AG,FC5713284,9,0,150
1,571NF,FC5713281,7,0,150
1,571FC,FC5713280,3,0,150
1,571KM,FC5713275,28,0,150
1,571QF,FC5713274,13,0,150
1,571KB,FC5713273,27,0,150
1,571DC,FC5713272,21,0,150
1,571DC,FC5713271,21,0,150
1,571FF,FC5713270,8,0,150
1,571FC,FC5713268,3,0,150
1,571FQ,FC5713267,232,0,150
1,571CC,FC5713266,5,0,150
1,571FT,FC5713265,9,0,150
1,571FF,FC5713263,6,0,150
1,571QA,FC5713262,8,0,150
1,571CS,FC5713261,21,0,150
1,571CK,FC5713260,6,0,150
1,571AG,FC5713258,5,0,150
1,571AG,FC5713257,5,0,150
1,571AG,FC5713256,5,0,150
1,571DB,FC5713255,15,0,150
1,571QA,FC5713254,8,0,150
1,571CL,FC5713253,3,0,150
1,571KF,FC5713250,8,0,150
1,571PB,FC5713248,29,0,150
1,571PB,FC5713247,23,0,150
1,571PB,FC5713246,23,0,150
1,571DA,FC5713242,3,0,150
1,571DA,FC5713241,3,0,150
1,571AQ,FC5713240,5,0,150
1,571CL,FC5713239,4,0,150
1,571PF,FC5713238,11,0,150
1,571QA,FC5713236,7,0,150
1,571FH,FC5713234,5,0,150
1,571FX,FC5713233,34,0,150
1,571PD,FC5713232,11,0,150
1,571PD,FC5713231,7,0,150
1,571PD,FC5713230,7,0,150
1,571KL,FC5713229,20,0,150
1,571KL,FC5713228,20,0,150
1,571KL,FC5713227,16,0,150
1,571FF,FC5713226,8,0,150
1,571CC,FC5713225,3,0,150
1,571PD,FC5713224,11,0,150
1,571PD,FC5713223,12,0,150
1,571PD,FC5713222,7,0,150
1,571FB,FC5713221,10,0,150
1,571KL,FC5713220,13,0,150
1,571NF,FC5713218,7,0,150
1,571CK,FC5713217,12,0,150
1,571LD,FC5713216,6,0,150
1,571FA,FC5713215,5,0,150
1,571PD,FC5713214,11,0,150
1,571HJ,FC5713213,2,0,150
1,571QC,FC5713211,8,0,150
1,571AG,FC5713210,7,0,150
1,571AG,FC5713209,8,0,150
1,571DJ,FC5713208,7,0,150
1,571QC,FC5713207,5,0,150
1,571QC,FC5713206,5,0,150
1,571QC,FC5713205,5,0,150
1,571QD,FC5713204,11,0,150
1,571JB,FC5713203,30,0,150
1,571JB,FC5713202,26,0,150
1,571CD,FC5713199,8,0,150
1,571TM,FC5713198,6,0,150
1,571AC,FC5713197,10,0,150
1,571FB,FC5713195,6,0,150
1,571CL,FC5713194,3,0,150
1,571NC,FC5713193,17,0,150
1,571NC,FC5713192,13,0,150
1,571KT,FC5713191,11,0,150
1,571AQ,FC5713190,4,0,150
1,571AQ,FC5713189,3,0,150
1,571NC,FC5713187,13,0,150
1,571AC,FC5713185,7,0,150
1,571CL,FC5713182,4,0,150
1,571PF,FC5713181,9,0,150
1,571LD,FC5713180,4,0,150
1,571CC,FC5713179,3,0,150
1,571FB,FC5713178,13,0,150
1,571HC,FC5713177,8,0,150
1,571HC,FC5713176,8,0,150
1,571QD,FC5713175,7,0,150
1,571FT,FC5713172,13,0,150
1,571HJ,FC5713169,3,0,150
1,571HJ,FC5713168,3,0,150
1,571HJ,FC5713167,3,0,150
1,571AA,FC5713166,8,0,150
1,571TD,FC5713165,13,0,150
1,571TD,FC5713164,13,0,150
1,571NC,FC5713163,13,0,150
1,571TD,FC5713161,16,0,150
1,571TD,FC5713160,16,0,150
1,571DC,FC5713157,25,0,150
1,571E,FC5713156,23,0,150
1,571KF,FC5713155,4,0,150
1,571TM,FC5713154,7,0,150
1,571CC,FC5713153,3,0,150
1,571HJ,FC5713152,2,0,150
1,571CD,FC5713151,6,0,150
1,571AJ,FC5713150,14,0,150
1,571JB,FC5713149,18,0,150
1,571KL,FC5713148,16,0,150
1,571AJ,FC5713147,14,0,150
1,571AJ,FC5713146,9,0,150
1,571AG,FC5713145,5,0,150
1,571QC,FC5713140,5,0,150
1,571KF,FC5713138,6,0,150
1,571FC,FC5713137,3,0,150
1,571FA,FC5713136,3,0,150
1,571HJ,FC5713135,3,0,150
1,571FC,FC5713134,3,0,150
1,571FC,FC5713133,3,0,150
1,571FN,FC5713129,15,0,150
1,571FB,FC5713125,8,0,150
1,571AG,FC5713124,10,0,150
1,571D,FC5713123,11,0,150
1,571B,FC5713122,24,0,150
1,571B,FC5713121,15,0,150
1,571AA,FC5713120,7,0,150
1,571PC,FC5713119,11,0,150
1,571QA,FC5713118,11,0,150
1,571QA,FC5713117,8,0,150
1,571QA,FC5713116,4,0,150
1,571QF,FC5713115,25,0,150
1,571QF,FC5713114,16,0,150
1,571HJ,FC5713113,3,0,150
1,571PF,FC5713112,7,0,150
1,571KT,FC5713110,8,0,150
1,571KT,FC5713109,6,0,150
1,571K,FC5713108,6,0,150
1,571K,FC5713107,11,0,150
1,571FC,FC5713106,5,0,150
1,571CL,FC5713105,2,0,150
1,571HK,FC5713104,6,0,150
1,571FB,FC5713103,13,0,150
1,571CL,FC5713101,3,0,150
1,571HJ,FC5713100,3,0,150
1,571HJ,FC5713099,3,0,150
1,571QF,FC5713095,10,0,150
1,571QC,FC5713093,5,0,150
1,571FC,FC5713092,3,0,150
1,571FC,FC5713091,3,0,150
1,571LB,FC5713086,8,0,150
1,571CL,FC5713085,2,0,150
1,571FM,FC5713084,18,0,150
1,571FM,FC5713083,22,0,150
1,571FL,FC5713082,17,0,150
1,571AD,FC5713080,11,0,150
1,571DB,FC5713079,13,0,150
1,571NF,FC5713078,9,0,150
1,571KT,FC5713077,6,0,150
1,571DA,FC5713076,3,0,150
1,571DA,FC5713075,2,0,150
1,571DA,FC5713073,3,0,150
1,571DA,FC5713072,3,0,150
1,571FB,FC5713070,8,0,150
1,571AG,FC5713067,5,0,150
1,571AG,FC5713066,8,0,150
1,571CC,FC5713065,3,0,150
1,571CC,FC5713064,3,0,150
1,571CC,FC5713063,3,0,150
1,571CC,FC5713062,2,0,150
1,571LB,FC5713061,9,0,150
1,571HJ,FC5713060,3,0,150
1,571LB,FC5713059,7,0,150
1,571PG,FC5713058,7,0,150
1,571AE,FC5713052,6,0,150
1,571DC,FC5713051,18,0,150
1,571JB,FC5713050,18,0,150
1,571KF,FC5713049,4,0,150
1,571KF,FC5713048,6,0,150
1,571PG,FC5713047,17,0,150
1,571CD,FC5713046,6,0,150
1,571KA,FC5713043,14,0,150
1,571TM,FC5713042,6,0,150
1,571DA,FC5713041,3,0,150
1,571HJ,FC5713040,3,0,150
1,571HJ,FC5713039,3,0,150
1,571D,FC5713038,22,0,150
1,571E,FC5713037,31,0,150
1,571E,FC5713036,31,0,150
1,571HK,FC5713035,12,0,150
1,571K,FC5713032,6,0,150
1,571DA,FC5713030,5,0,150
1,571PF,FC5713029,6,0,150
1,571PD,FC5713027,9,0,150
1,571PD,FC5713026,7,0,150
1,571CK,FC5713025,6,0,150
1,571KB,FC5713024,27,0,150
1,571CL,FC5713023,4,0,150
1,571FB,FC5713022,8,0,150
1,571FF,FC5713019,7,0,150
1,571FA,FC5713017,3,0,150
1,571FA,FC5713015,4,0,150
1,571LD,FC5713014,6,0,150
1,571CC,FC5713013,4,0,150
1,571CC,FC5713012,4,0,150
1,571FC,FC5713011,3,0,150
1,571KT,FC5713009,7,0,150
1,571KT,FC5713008,6,0,150
1,571LH,FC5713007,23,0,150
1,571CC,FC5713006,4,0,150
1,571FF,FC5713005,4,0,150
1,571KM,FC5713003,54,0,150
1,571PG,FC5713001,9,0,150
1,571CD,FC5713000,6,0,150
1,571AD,FC5712998,11,0,150
1,571AD,FC5712997,7,0,150
1,571QE,FC5712996,3,0,150
1,571K,FC5712994,6,0,150
1,571AC,FC5712993,7,0,150
1,571NC,FC5712989,10,0,150
1,571QD,FC5712988,6,0,150
1,571QE,FC5712987,6,0,150
1,571QE,FC5712986,6,0,150
1,571AA,FC5712985,10,0,150
1,571PB,FC5712984,45,0,150
1,571DA,FC5712983,3,0,150
1,571FC,FC5712982,5,0,150
1,571AC,FC5712980,10,0,150
1,571AC,FC5712979,10,0,150
1,571AD,FC5712978,9,0,150
1,571AD,FC5712977,14,0,150
1,571D,FC5712976,11,0,150
1,571K,FC5712975,9,0,150
1,571FC,FC5712974,3,0,150
1,571HN,FC5712970,14,0,150
1,571AC,FC5712969,10,0,150
1,571AC,FC5712968,9,0,150
1,571QE,FC5712967,6,0,150
1,571QE,FC5712966,5,0,150
1,571QE,FC5712965,6,0,150
1,571QE,FC5712964,6,0,150
1,571QE,FC5712963,6,0,150
1,571QE,FC5712962,6,0,150
1,571AJ,FC5712961,12,0,150
1,571AJ,FC5712960,12,0,150
1,571QC,FC5712959,7,0,150
1,571CD,FC5712958,8,0,150
1,571QD,FC5712957,6,0,150
1,571DC,FC5712956,28,0,150
1,571QA,FC5712954,6,0,150
1,571JB,FC5712953,22,0,150
1,571PF,FC5712949,6,0,150
1,571CS,FC5712948,16,0,150
1,571PH,FC5712946,37,0,150
1,571PH,FC5712945,49,0,150
1,571KF,FC5712944,8,0,150
1,571KF,FC5712943,8,0,150
1,571FF,FC5712939,5,0,150
1,571FM,FC5712938,28,0,150
1,571NC,FC5712937,13,0,150
